num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,num_feature_8,num_feature_9,num_feature_10,num_feature_11,num_feature_12,num_feature_13,num_feature_14,num_feature_15,num_feature_16,num_feature_17,num_feature_18,num_feature_19,num_feature_20,num_feature_21,num_feature_22,num_feature_23,num_feature_24,num_feature_25,num_feature_26,num_feature_27,num_feature_28,num_feature_29,num_feature_30,num_feature_31,num_feature_32,num_feature_33,num_feature_34,num_feature_35,num_feature_36,num_feature_37,num_feature_38,num_feature_39,num_feature_40,num_feature_41,num_feature_42,num_feature_43,num_feature_44,num_feature_45,num_feature_46,num_feature_47,num_feature_48,num_feature_49,num_feature_50,num_feature_51,num_feature_52,num_feature_53,num_feature_54,num_feature_55,num_feature_56,num_feature_57,num_feature_58,num_feature_59,num_feature_60,num_feature_61,num_feature_62,num_feature_63,num_feature_64,num_feature_65,num_feature_66,num_feature_67,num_feature_68,num_feature_69,num_feature_70,cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cat_feature_11,cat_feature_12,cat_feature_13,cat_feature_14,cat_feature_15,cat_feature_16,cat_feature_17,cat_feature_18,cat_feature_19,cat_feature_20,cat_feature_21,cat_feature_22,cat_feature_23,cat_feature_24,cat_feature_25,cat_feature_26,cat_feature_27,cat_feature_28,cat_feature_29,cat_feature_30
43.04873460781307,54.056852386697585,69.76091098451488,32.87466328799742,25.886602034465387,57.22799092577737,48.59545716891244,68.31231948219572,50.339462790153036,32.19509917541383,73.9748271146155,52.033451246220636,49.119193593430566,73.26867899641594,54.37068477223919,76.17292109935241,45.67905802473082,50.045901751078596,55.126308810703094,14.13382152074061,63.829045670114255,35.56788157714423,53.10016442808674,65.12623954914487,40.82726296942468,38.29393091107059,66.1763929170942,46.43414939979331,42.16948565237365,38.14064013090571,45.049208971339986,65.04214627932711,72.73095123895388,33.11073655796909,43.67334703418554,56.825676413633325,63.517154457938375,55.71903720451968,27.416429884704748,39.510216901149924,62.04424889779243,62.60545399332168,53.36885949874988,32.67386568559792,37.987386257558164,48.84611366331268,48.72235861593497,47.49617999616076,46.38901757383886,65.98422889562465,41.523029423113904,53.68494862065874,65.07246885516405,53.19004934255232,46.054154931656726,53.93125122050225,31.029709473645678,55.3633796859539,36.62211394427874,53.24383753510396,45.96057161197558,,27.79314332720006,75.61071657131671,31.135557149333877,53.69159623673454,46.97762150129941,49.39317851010749,53.262147711746564,56.78986458204864,no,yes,medium,commerce,C,male,D,medium,no,low,male,yes,F,A,medium,female,female,,yes,low,B,yes,male,arts,arts,,male,female,yes,high
43.01405369644615,49.246428358262946,52.96399407038599,47.095108110804226,38.55912832150679,58.2089719606695,,36.848393281822325,28.9165541921557,65.86721271231194,61.00321720258799,60.927779652718044,56.69804760411067,63.23429738898824,50.4827763055526,86.0725631338096,56.46534437016339,,30.52511090496646,34.70297999458109,62.771149051439814,50.00335921993682,48.06053814446738,51.41104761787286,61.81314986490298,51.762764287371446,35.03363326010968,42.903388799592165,78.78921950216689,45.765319371126054,73.32444091588647,,,31.36069782582627,47.980338622628075,77.33589248827096,74.35792118483212,62.272632882072116,46.067541198122896,32.03219382011134,56.721473200265365,45.86055355317499,47.41213440009881,49.43691797941637,73.46871861586122,94.00408559256908,,74.46728772542006,54.949548874852795,32.46918632647511,69.30771570059136,58.25604467494891,53.66913757715716,64.23747594035538,42.683329527371875,61.65969330928778,,21.251124969213535,60.89315232142972,38.47902443853039,24.15885013018592,91.26422800282495,12.092515939751102,26.260104920384826,37.39130377879658,,73.93902175131765,52.86949067814236,48.8146657818992,74.28716830728278,,no,medium,science,B,male,A,medium,no,,,yes,A,C,high,male,male,no,no,medium,B,yes,female,arts,science,A,male,male,yes,low
53.629434073490515,46.41577929700385,81.12891308937898,39.247665190957925,38.46286475319053,58.233257529760465,,75.68060426026838,35.225103112744776,41.1633180082831,50.131754823472214,59.56408718346813,52.99415627604174,,63.09225624767502,53.25811906292601,48.29656152814323,53.56744311137504,12.187294901408983,64.68889616430444,30.263038876727883,48.57312683669795,47.99558405409843,39.974627540136666,40.302072807852284,44.68672076125039,31.221166092898212,23.94909773353341,31.349566089801645,35.84441852854886,63.872393185651056,45.05838342912748,31.380510908885647,48.81761180789818,49.75003800053085,66.29795836848233,74.80452824044787,56.03586753542308,44.974431619724726,40.478067768436375,41.20658458578501,64.1456096234156,35.87573351624447,45.053852616951986,36.13167170796026,43.91700962356313,61.01793827636731,51.302896637204164,53.78288226047138,54.28230414798749,60.890581896655405,60.15293206001619,69.29451328282933,40.83405928152399,62.616964126502126,53.22377430712093,47.84319865366746,49.83025124921293,55.62932012041791,41.584390304546204,32.70898773290539,39.01384945460761,67.36969960455315,43.21245728463423,15.793760402634497,55.22026285719027,28.683749343506495,73.85731641931667,61.845578612281955,55.95153288255464,no,yes,low,commerce,C,male,B,low,no,low,female,yes,F,C,medium,male,female,yes,no,,B,yes,male,arts,arts,B,male,female,no,high
21.300796330133032,36.386545069376034,39.66218272865648,22.0019507439041,35.90145348336703,46.175663096694535,29.04322722330513,,52.98020014321111,35.966055518563614,46.434750245585235,53.881547078658826,66.41269321282213,45.409790684638864,60.98121427149533,43.02849164132408,49.16221726020784,57.1943797932736,52.232131425193856,46.25516692671621,43.01073532891924,28.818865905265547,38.34958920541784,29.08207343201785,62.70156663512367,62.572658293991566,78.89518108581701,55.07709657968167,34.19796448890085,42.42474093882235,67.21280924948363,29.53950252741029,41.41287464282614,51.19785253653956,44.73570886792868,57.84740050103244,41.97873793113628,48.19222438431209,33.00387240361765,25.80304971627967,34.3047494646887,54.21608337526429,57.589014587311276,61.78769619734225,64.01493120088996,51.32867194125103,74.82563332203098,51.74621341836011,37.12262599631809,27.064774633778164,33.846153219734816,76.61627799320006,50.85307925428646,74.28970969446023,47.742705257748405,80.39293965790951,17.43358955836227,51.50392941293298,45.30730106591035,46.90552056112012,43.955902262910904,38.679232445868394,37.45546882021952,59.67867230483175,74.75153320712819,56.86749573383371,78.28836920642959,86.3659998599657,,80.50673767648856,no,no,high,science,A,male,C,low,yes,high,male,yes,B,A,,female,male,no,no,medium,,no,male,commerce,science,A,female,male,yes,low
24.126232512304508,41.34843004147501,76.03945704747875,48.75978971235951,62.44212262897623,48.118186099956496,41.246010104809926,56.52155096835337,48.813989872031655,47.331231862934025,51.14913605677489,67.93297082130064,57.185047150891386,52.18140826108639,45.3640064489261,32.34160373823184,44.339202238066854,43.51548221285688,46.79110300473252,53.113134423331125,62.34482888004982,52.482373461997106,64.12428520327236,49.399441887183514,50.28498623389807,47.64145411957172,40.13062808501733,52.23329905930655,44.881531684648685,47.54111034866726,62.29960463520179,55.37351891021679,68.84332016662039,50.16998567551601,,34.608978758882635,47.17269710361756,47.6415992466332,27.70756588090076,60.245938722623976,57.844573608454176,36.74833841357225,,33.88252415511788,42.82719954149451,58.197574304126206,37.28492076177447,47.901944618409296,54.72636414823556,56.54536390116678,56.56247444612683,72.51104573986912,50.02621190411276,65.62565297813944,39.51660356255244,52.640414550162646,,52.22903108821493,44.595477218599676,58.362065935605344,3.6016148758225626,52.183542206596144,62.969336380797486,74.58141870425048,28.05627669532882,52.519383442323225,51.4957976917632,47.22799551636522,58.37097152852753,56.82952855216313,no,no,high,science,F,male,D,low,yes,high,female,no,F,D,high,female,male,yes,yes,low,A,no,female,commerce,science,F,male,male,yes,
41.56568706138541,61.33086838738634,52.96866175193972,48.17378737425075,47.09260791840795,54.91819286239036,65.57568276528974,57.131460237899354,41.313138355463806,36.3078362105523,42.32354663086545,27.21545328780028,37.08035630454338,39.4443440100285,56.07235113212402,57.02810242319104,70.17281046771042,53.475964130455885,35.34581390927177,29.79821506826848,50.62312760845842,64.49209491291573,51.14777093365567,72.99518813373774,42.18117789715806,49.11610468215422,30.336319893917604,27.27327595625779,49.04375117481233,56.03393516996566,64.19365507422971,78.25716546777204,52.12817063942743,60.1415242047487,67.27272718899502,47.30401228984819,43.83080113504192,64.05221475384,57.39079019850538,55.91785407742814,48.92728986090527,50.87366540989071,63.11881468714711,65.3057281126652,49.95236214849303,33.47150040516931,29.044174652795398,52.947678890018224,68.56566044224502,48.38743669312924,44.14126531027145,37.83600163041768,59.52842718186806,72.07176953851996,,64.87740071507181,67.78615271044977,95.20689924076994,36.27640092589155,31.289555409649317,59.60966480014782,72.72539576157071,50.69243557667031,47.155077123137076,44.539981481781574,60.240402663059584,47.29810415035244,58.14158624258169,42.61593808964501,38.49003060937934,no,yes,low,arts,D,male,D,medium,no,high,male,yes,A,F,high,female,female,yes,no,high,C,yes,male,,commerce,D,female,female,no,high
34.80753319498364,57.51375781436571,40.22872994578327,72.70174614863197,46.03227738034084,51.28839509439996,27.209808867847364,38.06664398088677,42.78749315732031,43.73854427015851,18.42875741421478,57.568727217160856,82.67843260987493,75.38519858694806,49.473552998231085,76.74358400097717,39.00610942837197,36.089404914560994,24.490591255229333,77.71800493553155,33.89460730703804,33.074876446013256,47.383340985720764,45.3523264795389,59.276108236162024,57.28620721183189,23.869190873422543,56.799110631997635,63.84630938675194,64.23885952779364,39.678768101295226,42.845362100689115,32.76739820576205,46.767849257534905,32.86277152822366,51.07496209626277,39.92734092048385,,54.86756483556219,58.40793927305769,29.910945267720486,69.62507550581492,46.11798704586625,70.30418164320149,54.41888931415058,55.378215708188414,,67.99306757971864,44.98800141734958,79.05019643428645,39.764231217926515,64.53101860132683,73.64536319436385,50.817566326609324,61.5380697333374,45.13836375501346,28.42044475646376,40.53322439309851,60.87645282673013,51.14360495634093,29.409813504333957,35.87471035558096,32.540158038087824,50.4101449140634,23.12392111308131,57.00628421375021,64.30067508202515,48.8841622325671,33.05581457286896,84.32454491342901,no,no,medium,arts,D,male,A,low,no,medium,male,no,F,A,low,male,male,yes,no,low,D,yes,male,arts,science,D,female,female,no,low
54.71370998892911,35.33667132802174,42.741712489185176,59.462175268321666,19.942064533898698,16.71049440878697,,56.36590906791519,60.44251995738934,55.160808823452,80.63266865802096,59.39807545005414,52.915001950073496,52.16489707589055,37.19100637309916,46.28989419462265,38.896516211769374,,38.978851797909364,67.85794465576515,56.87476908688163,69.08724996273139,38.78856120126193,61.77689878190082,39.08819112915323,81.60410273394778,66.12655180713409,42.527121189478414,56.76155625779399,43.04323442932838,47.02096766969773,60.30270465595579,37.71571332539419,58.44468772857284,57.327802077110135,,22.377579359953124,51.0903419455315,32.489045298985815,35.683939241372855,27.247123752375224,47.76269016549134,55.418784250453044,50.00457446393435,18.48528184250602,50.51992148085778,49.57016508447104,62.68765767027032,52.28853873111401,26.809961836704844,27.713908014162396,,72.6807292293396,31.16873653425066,25.8417019813094,36.37294948547917,51.906604474626306,62.30996340435039,44.59838274118438,44.152067599054035,60.30257199897707,76.3185889634459,59.10923629511295,36.87458867603862,37.46498287428842,9.273527090042272,18.991008964124482,48.58600488119202,41.85471297131101,48.127729739821746,no,,high,science,D,female,B,low,yes,high,female,yes,B,C,high,male,male,no,no,low,A,,male,commerce,science,F,male,male,no,high
36.37963886718184,,45.1947903770852,34.63719763506192,59.5312704531384,46.553005541372094,43.23261712386502,69.19278004640239,42.23461140696178,55.2251260886919,52.32987498799102,31.406565708796407,47.78989660067741,9.44977929338964,69.35691112064525,14.315059388701634,81.81490348767664,40.48587924774029,47.08262772702836,46.98972172437006,39.27789111512794,,30.02130334413371,62.65927100778397,59.5727606109232,63.32670395537831,44.880432280099114,90.3547251093304,43.755271139839586,70.02656925902936,35.151270304646765,60.43618688708964,60.552402840667575,47.83119849010328,52.58238004409662,59.55999561908289,,49.46148053599838,38.81182240345716,32.07394154727416,35.61944406284624,34.477922548319334,,50.91104188371957,28.059239968590514,45.44467715484743,67.56399179180539,50.421142716742565,53.10063374016284,70.55912572235158,64.57878040730367,47.93736883353835,58.89271397389993,56.90596159438109,44.668866416292914,60.765427552799544,41.2734394250703,57.84848678314066,38.45231144639495,36.48606172300693,58.98374006706365,28.413162658874178,43.84744714653384,51.89924168202806,76.27732671536316,63.59460106492467,70.70479361869626,78.1857593579715,25.72599216424554,34.17661652163493,yes,no,low,science,F,female,B,medium,no,low,male,no,A,B,low,female,male,yes,no,low,C,no,male,arts,commerce,A,female,female,yes,medium
28.815444479970626,61.27080685057683,56.36248919602875,77.81138849501282,31.41112407719791,37.2289034860953,58.27611199866381,16.74771740968903,48.6786313395639,36.53254900361556,55.972208976838054,27.45694086976416,64.45888134583356,55.09033719134331,50.827988637951336,60.05074507723286,64.66771346981497,66.93271231324084,59.98816735559585,43.929562147050106,76.91787272588319,81.7598621655643,69.61946288824015,45.74470668609241,53.190891817876775,48.670908404770856,46.194353974004024,41.45958211863697,,,46.8426795419445,52.871630710169136,64.91615421826445,77.350384430547,52.30645744317059,52.543106153274294,30.716516094333343,55.17905764418433,67.41833409731245,50.802714114703406,77.31450837899345,26.17033747105015,66.06323438257203,38.486802481547706,51.29499528180744,67.58905938114509,31.562075714322017,75.51987659684981,,24.442529972506723,29.542052754992923,33.59016191072956,57.74917787865199,24.544702800147263,66.05874004513646,,74.59918923130877,39.82041510998621,30.716672492122182,44.232626757625184,41.84460435331424,48.181729239182324,33.83989495540233,32.7476903104868,54.462151028980216,62.01727942941351,77.86588743422571,36.114024142047654,76.82323459974468,84.85592995444901,yes,yes,high,arts,,male,D,medium,yes,low,male,yes,C,C,,female,male,yes,yes,low,A,yes,male,science,arts,D,female,male,no,medium
